Título del vídeo,Visualizaciones,Porcentaje de clics de las impresiones (%),Med Juego Compartido,Med Horas vistas Juego,Med Impresiones Juego,Med porcentaje clicks Impresiones Juego,Med Visualizaciones Juego,Med Suscriptores Juego,Med Visualizaciones Año,Visualizaciones necesarias para suscribirse al canal,Visualizaciones necesarias para compartir el video
Napoleon TW España 50 - Batalla por Suiza,54,1.62,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,174.2,0.0,54.0
Napoleón TW España 44 - Batalla por Venecia,54,2.67,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,174.2,0.0,0.0
"Poder, unión y fuerza. Coordinación espartana (Soga-tira)",54,2.65,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
'Winner Winner Chicken Dinner' - One Hand Mode,54,2.15,0.0,1.2259666666666666,1142.3333333333333,1.0966666666666667,45.666666666666664,0.0,421.21875,0.0,0.0
66ª partida League of Legends 2.0 - Gaming house - First cameraman,53,0.37,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
"36ª partida League of Legends - Buena partida con Thresh (7:55,10:10,20:08,23:00,34:04)",53,0.6,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,53.0
Lol Highlights Today ep. 13 - Plays ft. Mbaka,53,3.72,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,2.12,53.0
Esparta #5 - Éfeso veni vidi vinci,53,1.45,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Coalición Hispánica #13 | COOPERATIVO CON MANUTEZ,53,2.55,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
Lol Highlights Today ep. 15 - Teamplays,53,3.31,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,2.409090909090909,0.0
Otra con el team LoL 3,52,1.53,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,52.0
Coalición Hispánica #16 | COOPERATIVO CON MANUTEZ2009,52,3.86,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,26.0
Napoleón TW España 27 - Asedio de Londres,52,1.39,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
59ª partida League of Legends - ESPECIAL ARKANO,52,1.16,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Guerra Mundial del Seafight,52,3.49,0.0,0.9388,172.0,3.49,52.0,0.0,1145.3,0.0,0.0
TEAM GAINZ FLEX QUEUE LEAGUE OF LEGENDS,52,0.0,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,52.0,0.0
Playerunknown's Battlegrounds #1 Ft. Mbaka [PUBG],51,0.5,0.0,1.2259666666666666,1142.3333333333333,1.0966666666666667,45.666666666666664,0.0,327.9764705882353,0.0,0.0
Napoleón TW España 28 - Batalla de Milán,51,1.1,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
Esparta #12 - Rodeando Nicomedia,51,1.48,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Grandes dinosaurios (Parte 2) - Ark ep. 30,50,1.55,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,244.6590909090909,0.0,0.0
Napoleón TW España 14 - Batalla de Cagliari,50,1.33,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
Napoleón TW España 43 - Batalla por Breslau,50,1.83,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,174.2,0.0,0.0
LTS RAKAN POTENTIAL - LoL Random Highlights ep. 3,50,1.24,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Coalición Hispánica #15 | COOPERATIVO CON MANUTEZ2009,50,3.31,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,-50.0,0.0
Esparta #4 [Parte 2] - Preparando Éfeso,49,1.22,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,-49.0,0.0
¿Hasta donde llegarías por Roma? #2 - Rome 2 Total War,49,0.75,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
Coalición Hispánica #21 | COOPERATIVO CON MANUTEZ2009,48,1.13,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Campaña de las Cruzadas 9 - Saqueo de Nicosia. Triple alianza. Victorias fundamentales en Ascalón,48,1.21,0.36363636363636365,5.180945454545455,940.1818181818181,2.268181818181818,149.0,0.09090909090909091,1145.3,0.0,0.0
Coalición Hispánica #20 | COOPERATIVO CON MANUTEZ,47,2.32,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Coalición Hispánica #22 | INDEPENDENCIA DE LAS COLONIAS - COOPERATIVO CON MANUTEZ2009,47,1.4,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Coalición Hispánica #26 - FINAL,46,1.96,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Ekko old big play #shortslol #leagueoflegends,46,2.33,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,0.0,0.0
Team ranked LoL 21,46,0.77,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,11.5
LoL Clash Semifinals & Finals - Bilgewater Cup Day 2,45,2.92,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,174.2,0.0,0.0
"Tomas falsas de la ""Noche de zombies""",45,4.21,1.8,1.76096,2288.6,2.1700000000000004,242.6,0.4,1145.3,0.0,0.0
Team ranked sirgio LoL 13,45,0.96,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,45.0
Esparta #6 [Parte 1] - Formación contra Sardes,45,1.23,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,3.0
Con los colegas flamers - Agar.io #4,45,0.0,0.25,2.59775,117.25,0.4325,83.5,0.0,1145.3,0.0,0.0
Esparta #35 - Lucha por tierra y mar en Apolonia,45,1.45,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,45.0
PENTAKILL LoL 22,45,0.71,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,22.5
Every's watching to your RYZE - FIRST TIME,44,2.99,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
¿Hasta donde llegarías por Roma? #3 - BATALLA NAVAL (34:13),44,2.07,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
Tribus Cherokee #8 - VOLVEMOS A LA CARGA - Campaña cooperativa - EUIV,44,1.48,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,421.21875,-44.0,0.0
"Napoleón TW España 10 - Si vis pacem, para bellum",43,1.68,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,-43.0,0.0
"""¡Qué épica!"" - LoL in 2015",43,1.34,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,21.5
Coalición Hispánica #18 | COOPERATIVO CON MANUTEZ2009,43,1.46,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,21.5
League of Legends - FLEXING IN RANKED (20:50),43,1.05,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Napoleón TW España 30 - Batalla callejera de Dublín,43,0.82,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,43.0,14.333333333333334
Worst T-Rex memories I have - Why I maybe left Ark,42,1.84,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,421.21875,-21.0,0.0
League of Legends -  RANKED PLATA 4,42,2.06,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
"¿Hasta donde llegarías por Roma? #9 - ROMA PERDIDA INJUSTAMENTE (21:00, 37:32)",42,1.43,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,42.0
¿Hasta donde llegarías por Roma? #10 Derrotas injustas (28:22),42,3.39,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,42.0,0.0
Tribus Cherokee #9 - COLONIZANDO - Campaña cooperativa - EUIV,42,1.37,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,421.21875,-42.0,0.0
Esparta #37 - Esta es mi Λ,42,1.16,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,42.0
Esparta #18 - Anatolia es Grecia,42,1.05,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Lol Highlights Today ep. 14 - Plays ft. SirGio,42,3.8,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1299.7551020408164,2.625,0.0
Una perfecta LoL 19,42,1.61,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
STAR WARS BATTLEFRONT #3 - GRANADAS A FULL,41,0.57,0.5714285714285714,1.499385714285714,934.1428571428571,0.8171428571428571,50.0,-0.14285714285714285,1145.3,0.0,0.0
¿Hasta donde llegarías por Roma? #4 - BATALLA NAVAL (33:14),41,1.91,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
Official Team Gainz Two - Worlds Cup Day 2,41,0.92,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
Intento de aterrizar en un portaaviones 1,41,1.57,1.2,1.21214,242.6,0.9960000000000001,93.2,0.0,1145.3,0.0,0.0
Pedrito por ahí... - LoL in 2015,41,1.65,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,13.666666666666666
Esparta #40,41,0.97,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,41.0
Team ranked LoL 23,41,0.65,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
LoL Clash Highlights - Official Team Gainz Three to Four,41,0.88,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,174.2,0.0,41.0
World of Warships # 4 Probando el torpedero. Aún estoy verde...,40,2.68,0.16666666666666666,2.5940499999999997,177.66666666666666,2.515,58.5,-0.16666666666666666,1145.3,0.0,0.0
Defendiendo el vulcano - Ark FD memories,40,2.36,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,88.5,0.0,40.0
"Campaña de las cruzadas 6 - El segundo desastre, el jaque no mate",40,0.86,0.36363636363636365,5.180945454545455,940.1818181818181,2.268181818181818,149.0,0.09090909090909091,1145.3,0.0,0.0
¡Hay que ser alistar torero! LoL 28,40,2.17,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Empire TW España Darthmod ep. 11,40,2.61,5.384615384615385,123.85656153846155,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,174.2,0.0,40.0
REGALO A SIRGIO + VACALISTAR ft. Montzyzz - League of Legends,40,0.18,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Una de agar.io con foris #1,40,0.92,0.25,2.59775,117.25,0.4325,83.5,0.0,1145.3,0.0,0.0
World of Warplanes #5 Victoria pero mal debut del nuevo avión Fw 57,40,2.81,0.16666666666666666,2.5940499999999997,177.66666666666666,2.515,58.5,-0.16666666666666666,1145.3,0.0,0.0
Paliza de manutez2009 - Empire Total War,39,3.09,5.384615384615385,123.85656153846155,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,1145.3,0.0,0.0
Esparta #29 [Parte 1] - Alejandría y Menfis,39,1.52,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,39.0
40ª partida League of Legends - Tic tac shockwave,39,0.0,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Coalición Hispánica #25 - ARAGÓN CONQUISTA MANCHURIA,39,1.21,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,327.9764705882353,0.0,0.0
Con SirGio LoL 17,39,0.0,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,39.0
Ranked bien jugada LoL 16,39,1.68,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
How we win third cup on LoL Clash - Official Team Gainz Two to Three matches,38,1.71,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,38.0
Napoleón TW España 42 - Batallas y asedios,38,1.12,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,174.2,0.0,38.0
Team Ranked LoL 11,38,2.63,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
Esparta #6 [Parte 2] - Batalla contra Sardes,38,0.9,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
51ª partida League of Legends - Kassadin OP LATE,38,0.44,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,38.0
Esparta #19 - Histórica Fasis,38,1.41,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
48ª partida League of Legends - Orianna koreana xD,38,0.0,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Garen gameplay 4/5,37,1.11,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
Madlife Vs SirAlatriste | Who is better Thresh?,37,1.56,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,37.0
37ª partida League of Legends - Nueva skin Thresh (28:10 Sniper Mbaka),37,1.98,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,37.0,9.25
rome2 julio cesar (prueba) - mi primer video,37,3.28,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
Clasificación del Gran Premio de Cataluña - F1 2016,37,0.6,0.0,2.45762,2259.0,1.192,55.8,0.0,421.21875,0.0,0.0
¿Qué haces? - LoL in 2015,37,1.76,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,421.21875,0.0,0.0
"STAR WARS BATTLEFRONT #1 ||| ¡¡PUES ESO, ALLA VAMOS!! (15:20,16:08,17:55)",37,0.68,0.5714285714285714,1.499385714285714,934.1428571428571,0.8171428571428571,50.0,-0.14285714285714285,1145.3,0.0,37.0
Esparta #6 [Parte 3] - Final contra Sardes,36,1.09,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
Campaña de las Cruzadas 2,36,1.85,0.36363636363636365,5.180945454545455,940.1818181818181,2.268181818181818,149.0,0.09090909090909091,1145.3,0.0,0.0
Family Mannequin Challenge,36,0.96,1.8,1.76096,2288.6,2.1700000000000004,242.6,0.4,244.6590909090909,0.0,0.0
Esparta #47,36,0.87,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,88.5,0.0,36.0
Team ranked LoL 25,36,0.0,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
Napoleón TW España 9 - Armando nuevos batallones,36,1.07,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,327.9764705882353,36.0,0.0
Esparta #8 - La pena de Pesino o Armenia,36,1.25,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
NEW GAME IN CHANNEL? Counter Strike Global Offensive [CSGO],36,0.31,0.0,0.2154,957.0,0.31,36.0,-1.0,327.9764705882353,-36.0,0.0
Próximamente...,36,0.0,1.8,1.76096,2288.6,2.1700000000000004,242.6,0.4,244.6590909090909,0.0,0.0
Betrayal Gameplay by Nacho Santana Tur,35,0.73,1.0,0.9547,2813.0,0.94,45.5,-0.5,421.21875,0.0,0.0
Napoleón TW España 22 - Batalla en Roma contra Rusia,35,0.93,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
Napoleón TW España 21 - Status quo,35,0.77,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,-35.0,35.0
Partidaza con Thresh LoL 26,35,2.07,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Team ranked LoL 24,35,0.41,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
F1 Gran Premio de China - 2ª Carrera (McLaren-Honda),35,0.8,0.0,2.45762,2259.0,1.192,55.8,0.0,327.9764705882353,0.0,0.0
Esparta #32 - Pérdidas en Amonios y Singidun,35,0.95,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
SLAYED BY BASICS - TESTING #1,35,1.66,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,35.0
Con Pedro y Andrés LoL 9,34,1.79,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
Napoleón TW España 35 - Batalla por Milán,34,3.08,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,1299.7551020408164,0.0,0.0
"""¡Granada enemiga!"" - Ark Raid",34,1.83,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,88.5,0.0,17.0
FIRST TIME CASSIOPEIA - SEASON 7 - RANKED SOLO/DUO,34,0.63,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Tribus Cherokee #15 - Final,34,1.12,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,421.21875,-34.0,0.0
¿Hasta donde llegarías por Roma? #13 | TODOS LOS IMPERIOS CAEN - FINAL,34,0.99,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
Una del egipcio LoL 20,34,0.0,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
LoL 66 TESTING TWISTED FATE BLOOD MOON FT. MONTZYZZ AND SIRGIO,33,1.35,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
¿Hasta donde llegarías por Roma? #5 BATALLA ÉPICA (3:06),33,1.9,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
FIRST TIME RAKAN + CALUM FD VIDEO - LoL TEAM GAINZ,33,0.61,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
STAR WARS BATTLEFRONT #6 - BATALLA DE JAKKU,33,0.0,0.5714285714285714,1.499385714285714,934.1428571428571,0.8171428571428571,50.0,-0.14285714285714285,1145.3,0.0,0.0
"Esparta #9 - Lío con Ancira, a SirPedrote",33,1.49,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,0.0
F1 Gran Premio de China - Clasificación (McLaren-Honda),33,0.62,0.0,2.45762,2259.0,1.192,55.8,0.0,327.9764705882353,0.0,0.0
68ª partida League of Legends - TEAM GAINZ TRAINING 2.0,33,0.76,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Esparta #38 - Reina del Mediterráneo,33,1.08,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,-16.5,0.0
COALICIÓN HISPÁNICA #11 | COOPERATIVO CON MANUTEZ,33,0.81,0.4,8.035069333333333,867.2,2.9804,129.6,0.2,244.6590909090909,0.0,0.0
65ª partida League of Legends - LULU MID 2,33,0.32,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
First time Thresh? LoL 31,33,3.3,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,16.5
Napoleón TW España 26 - Batallas en Oxford y Perusa,33,0.88,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,421.21875,0.0,0.0
Campaña de las Cruzadas 7 - Toca ir a la defensiva. Entrega de Alia.,32,0.89,0.36363636363636365,5.180945454545455,940.1818181818181,2.268181818181818,149.0,0.09090909090909091,1145.3,0.0,0.0
34ª Partida League of Legends - Nautilus Top CC,32,1.43,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
Jugando al War Thunder #5 - Con manutez2009 (Aviones),32,0.83,1.2,1.21214,242.6,0.9960000000000001,93.2,0.0,1145.3,0.0,0.0
Playerunknown's Battlegrounds #2 - ASEDIO EN RUINAS [PUBG],32,0.64,0.0,1.2259666666666666,1142.3333333333333,1.0966666666666667,45.666666666666664,0.0,327.9764705882353,0.0,0.0
Esparta #49,32,1.79,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,88.5,0.0,0.0
¿Hasta donde llegarías por Roma? #7 - Pactos de no agresión (35:20),32,0.6,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,0.0
Empire TW España Darthmod ep. 2,32,4.17,5.384615384615385,123.85656153846155,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,174.2,0.0,0.0
It Was So Many Time Shooting - Ark Final Destroyer Memories,32,1.32,1.9787234042553192,55.4977,999.3404255319149,3.4631914893617024,737.468085106383,1.5106382978723405,421.21875,-16.0,32.0
57ª partida League of Legends - Better than aphromoo,32,2.21,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,0.0
69ª partida League of Legends - BLITZWAFFEN - TEAM GAINZ v.2.0 gaming house,32,0.52,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,32.0
Buena noche $1 - Team Champi,32,1.64,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,28.333333333333332,0.0,0.0
Team Gainz? LoL 29,32,1.39,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,32.0
1ª batalla Napoleón Total War,32,1.12,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,1145.3,0.0,8.0
"41ª partida League of Legends - Orianna support (30:38,37:47)",32,0.42,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,244.6590909090909,0.0,32.0
Esparta #36 - Nuevo comienzo para Meroe,31,0.93,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,268.4634146341463,0.0,15.5
PRÓXIMAMENTE - COMING SOON,31,2.05,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,327.9764705882353,0.0,0.0
Napoleon TW España 52 - Rendición y reconquista de Bresláu,31,4.02,0.6818181818181818,4.698227272727273,2457.090909090909,2.1468181818181815,85.06818181818181,0.4318181818181818,174.2,0.0,0.0
Empire TW España Darthmod ep. 8,31,1.85,5.384615384615385,123.85656153846155,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,174.2,0.0,0.0
THRESH VAYNE - TG GAMING HOUSE,31,2.17,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
Team ranked LoL 12,31,2.8,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,1145.3,0.0,0.0
Empire TW España Darthmod ep. 10,30,2.57,5.384615384615385,123.85656153846155,5924.153846153846,3.209230769230769,3685.923076923077,1.7692307692307692,174.2,0.0,0.0
"Lol Clash ""Copa Flerjord - Day 2"" Game 1 - Team Gainz [OTG]",30,1.5,0.8141025641025641,3.6374423076923077,746.8141025641025,1.714102564102564,453.12820512820514,1.0769230769230769,88.5,0.0,0.0
¿Hasta donde llegarías por Roma? #8 | VICTORIA NAVAL PÍRRICA (7:08),30,1.91,2.8615384615384616,14.001944615384616,4670.507692307692,2.23,793.1846153846154,0.7846153846153846,1145.3,0.0,15.0
